,Message,Category
1333,It's ok lar. U sleep early too... Nite...,ham
75,I am waiting machan. Call me once you free.,ham
4286,I pocked you up there before,ham
3994,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word",ham
5086,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,ham
1556,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,ham
1712,I got your back! Do you have any dislikes in bed?,ham
4657,"K, I'll work something out",ham
4428,So what did the bank say about the money?,ham
4436,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,spam
519,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri.",ham
1476,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",ham
5241,Its a part of checking IQ,ham
3276,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,ham
3391,Please CALL 08712402972 immediately as there is an urgent message waiting for you,spam
1477,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,ham
3772,"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much",ham
3134,So no messages. Had food?,ham
5456,For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk,spam
910,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",spam
2895,K...k...yesterday i was in cbe .,ham
4662,Ok no prob...,ham
1210,His bday real is in april .,ham
266,Same. Wana plan a trip sometme then,ham
3340,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,ham
3372,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,ham
1836,* Will be september by then!,ham
5466,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡,spam
4621,THIS IS A LONG FUCKIN SHOWR,ham
4771,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,ham
2349,That seems unnecessarily affectionate,ham
527,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",spam
1485,"Sorry, I'll call later",ham
4514,Money i have won wining number 946 wot do i do next,spam
3449,Its  &lt;#&gt; k here oh. Should i send home for sale.,ham
3847,Pls go there today  &lt;#&gt; . I dont want any excuses,ham
2935,Yup n her fren lor. I'm meeting my fren at 730.,ham
300,Need a coffee run tomo?Can't believe it's that time of week already,ham
4599,I'm stuck in da middle of da row on da right hand side of da lt...,ham
1060,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,spam
3128,Thats cool. i liked your photos. You are very sexy!,ham
632,Thank u!,ham
4710,"Haha awesome, I might need to take you up on that, what you doin tonight?",ham
2727,No i am not having not any movies in my laptop,ham
2129,Well I'm going to be an aunty!,ham
2758,Yo we are watching a movie on netflix,ham
1487,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",ham
3037,;-) ok. I feel like john lennon.,ham
4374,Me fine..absolutly fine,ham
2034,IM GONNA MISS U SO MUCH,ham
2576,Now thats going to ruin your thesis!,ham
2502,No da..today also i forgot..,ham
4073,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,spam
2476,Mm i am on the way to railway,ham
3329,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",ham
2504,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,ham
4344,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,ham
3564,"Auction round 4. The highest bid is now £54. Next maximum bid is £71. To bid, send BIDS e. g. 10 (to bid £10) to 83383. Good luck.",spam
5317,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else",ham
2923,I've not sent it. He can send me.,ham
253,What you doing?how are you?,ham
1280,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,ham
2467,He is world famamus....,ham
5405,So how many days since then?,ham
3683,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnt make ur bday 2 hun!",ham
570,WOT U WANNA DO THEN MISSY?,ham
4201,I will come tomorrow di,ham
3501,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,spam
1835,I have a rather prominent bite mark on my right cheek,ham
4433,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks,ham
3600,Then wat r u doing now? Busy wif work?,ham
1383,Its ok my arm is feeling weak cuz i got a shot so we can go another time,ham
3417,Uhhhhrmm isnt having tb test bad when youre sick,ham
3,U dun say so early hor... U c already then say...,ham
4011,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",spam
2125,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT",ham
2803,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,ham
2317,That's cause your old. I live to be high.,ham
4728,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",spam
4222,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",ham
497,Nope... Think i will go for it on monday... Sorry i replied so late,ham
2217,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,ham
118,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed!,ham
5565,Huh y lei...,ham
1743,EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.,ham
2176,I'm at work. Please call,ham
4899,Oh for fuck's sake she's in like tallahassee,ham
4064,How are you. Its been ages. How's abj,ham
4087,Lemme know when you're here,ham
3488,Change windows logoff sound..,ham
3105,That's y i said it's bad dat all e gals know u... Wat u doing now?,ham
709,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",spam
2921,"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",ham
4268,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,ham
4297,Please CALL 08712402578 immediately as there is an urgent message waiting for you,spam
4778,Sorry completely forgot * will pop em round this week if your still here?,ham
1105,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,spam
439,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",ham
85,"I call you later, don't have network. If urgnt, sms me.",ham
2711,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,spam
2028,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch,ham
462,Great. Never been better. Each day gives even more reasons to thank God,ham
1697,"Sorry man, my stash ran dry last night and I can't pick up more until sunday",ham
5175,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,ham
2228,Oh k.k..where did you take test?,ham
4965,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,spam
1326,Yeah jay's sort of a fucking retard,ham
2706,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,ham
5403,So gd got free ice cream... I oso wan...,ham
1056,I'm at work. Please call,ham
4425,Update your face book status frequently :),ham
2888,K I'll take care of it,ham
1810,"Aight, I'll ask a few of my roommates",ham
5298,I.ll hand her my phone to chat wit u,ham
3465,My phone,ham
5351,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,ham
4435,Sounds great! Im going to sleep now. Have a good night!,ham
4313,I keep ten rs in my shelf:) buy two egg.,ham
565,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",ham
2747,K da:)how many page you want?,ham
583,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,spam
4740,We have pizza if u want,ham
3295,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",ham
1395,R we still meeting 4 dinner tonight?,ham
4884,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",ham
2678,Where in abj are you serving. Are you staying with dad or alone.,ham
1417,No..few hours before.went to hair cut .,ham
3376,:),ham
4684,Ok u can take me shopping when u get paid =D,ham
5071,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,spam
3975,Roger that. We‘re probably going to rem in about 20,ham
5330,Dude im no longer a pisces. Im an aquarius now.,ham
1453,"That's good, because I need drugs",ham
2894,K I'll be sure to get up before noon and see what's what,ham
975,Eh u send wrongly lar...,ham
562,Thanx 4 e brownie it's v nice...,ham
3429,Hi darlin did youPhone me? Im atHome if youwanna chat.,ham
5553,Hahaha..use your brain dear,ham
5119,Lol for real. She told my dad I have cancer,ham
5334,"Garbage bags, eggs, jam, bread, hannaford wheat chex",ham
2780,Well I might not come then...,ham
2608,:-) yeah! Lol. Luckily i didn't have a starring role like you!,ham
795,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,ham
4681,"That's cool he'll be here all night, lemme know when you're around",ham
617,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,ham
2881,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",spam
3218,Come to mahal bus stop.. &lt;DECIMAL&gt;,ham
2049,So dont use hook up any how,ham
4267,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,ham
422,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,spam
5283,"Yeah, probably here for a while",ham
3607,"That means you got an A in epi, she.s fine. She.s here now.",ham
4331,i thought we were doing a king of the hill thing there.,ham
221,Ok no prob. Take ur time.,ham
1596,Pls confirm the time to collect the cheque.,ham
3854,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)",ham
5506,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8,ham
1543,Now press conference da:),ham
2107,Thank you. I like you as well...,ham
3921,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for £3/wk,spam
1415,So wats ur opinion abt him and how abt is character?,ham
